record_type,champion,enemy_champion,pool,rank,score,global_logit_mean,champion_effect_logit,champion_effect_odds_ratio,enemy_effect_logit,residual_logit,observed_winrate,residual_adjusted_winrate,games
champion_effect,Sion,,,,,-0.00010388924123867172,0.10570060944394147,1.1114890573606262,,,,,
champion_effect,Pantheon,,,,,-0.00010388924123867172,0.07342379670799826,1.0761865245911544,,,,,
champion_effect,Xerath,,,,,-0.00010388924123867172,0.06584550901918089,1.0680616985199956,,,,,
champion_effect,Lissandra,,,,,-0.00010388924123867172,0.05720284728573961,1.0588705776349105,,,,,
champion_effect,Anivia,,,,,-0.00010388924123867172,0.054168169380527695,1.0556621172726663,,,,,
champion_effect,Nasus,,,,,-0.00010388924123867172,0.054025261105417555,1.0555112651996492,,,,,
champion_effect,Malphite,,,,,-0.00010388924123867172,0.05360487618608717,1.0550676374353203,,,,,
champion_effect,Annie,,,,,-0.00010388924123867172,0.0494877183273417,1.0507326873806602,,,,,
champion_effect,Aurelion Sol,,,,,-0.00010388924123867172,0.048585745264824266,1.0497853820868885,,,,,
champion_effect,Fizz,,,,,-0.00010388924123867172,0.048573156202181625,1.0497721663561392,,,,,
champion_effect,Diana,,,,,-0.00010388924123867172,0.042463733839542925,1.0433782163657142,,,,,
champion_effect,Malzahar,,,,,-0.00010388924123867172,0.04134194825707745,1.0422084259752062,,,,,
champion_effect,Veigar,,,,,-0.00010388924123867172,0.04130329141728519,1.0421681382697559,,,,,
champion_effect,Vex,,,,,-0.00010388924123867172,0.04052431852286419,1.0413566336497009,,,,,
champion_effect,Lux,,,,,-0.00010388924123867172,0.03121193199898607,1.0317041318375977,,,,,
champion_effect,Morgana,,,,,-0.00010388924123867172,0.030346204781820686,1.030811344001729,,,,,
champion_effect,Vel'Koz,,,,,-0.00010388924123867172,0.02732536216381351,1.027702123759581,,,,,
champion_effect,Viktor,,,,,-0.00010388924123867172,0.02477076513118624,1.0250801094846742,,,,,
champion_effect,Twisted Fate,,,,,-0.00010388924123867172,0.022654248292144026,1.022912804549341,,,,,
champion_effect,Brand,,,,,-0.00010388924123867172,0.021611573854738095,1.021846795363184,,,,,
champion_effect,Akshan,,,,,-0.00010388924123867172,0.021019594681530408,1.0212420623544536,,,,,
champion_effect,Swain,,,,,-0.00010388924123867172,0.020884413453828944,1.0211040189293341,,,,,
champion_effect,Ahri,,,,,-0.00010388924123867172,0.020774636495361917,1.0209919313882847,,,,,
champion_effect,Naafiri,,,,,-0.00010388924123867172,0.015484975701207479,1.0156054891833592,,,,,
champion_effect,Ekko,,,,,-0.00010388924123867172,0.011218208173361945,1.0112813682306037,,,,,
champion_effect,Katarina,,,,,-0.00010388924123867172,0.01110828268716676,1.011170208744263,,,,,
champion_effect,Hwei,,,,,-0.00010388924123867172,0.006166897672713353,1.0061859521350018,,,,,
champion_effect,Ziggs,,,,,-0.00010388924123867172,-0.00023912857488448368,0.9997609000140744,,,,,
champion_effect,Kassadin,,,,,-0.00010388924123867172,-0.0038501758678883163,0.99615722655596,,,,,
champion_effect,Akali,,,,,-0.00010388924123867172,-0.004343773812105941,0.9956656467281912,,,,,
champion_effect,Cassiopeia,,,,,-0.00010388924123867172,-0.004907450873068255,0.9951045709903598,,,,,
champion_effect,Jayce,,,,,-0.00010388924123867172,-0.006556240351108783,0.9934652049003264,,,,,
champion_effect,Irelia,,,,,-0.00010388924123867172,-0.009667534818388354,0.9903790455696515,,,,,
champion_effect,Zoe,,,,,-0.00010388924123867172,-0.01169533865403917,0.9883727859802188,,,,,
champion_effect,Vladimir,,,,,-0.00010388924123867172,-0.014411512231026182,0.9856918365449822,,,,,
champion_effect,Zed,,,,,-0.00010388924123867172,-0.01565349095191053,0.9844683881643366,,,,,
champion_effect,Cho'Gath,,,,,-0.00010388924123867172,-0.015808502804964424,0.9843157957223384,,,,,
champion_effect,Qiyana,,,,,-0.00010388924123867172,-0.01780070583929783,0.9823567908230305,,,,,
champion_effect,LeBlanc,,,,,-0.00010388924123867172,-0.018900197019500894,0.9812772917543093,,,,,
champion_effect,Aurora,,,,,-0.00010388924123867172,-0.020882653726615175,0.9793338790080383,,,,,
champion_effect,Syndra,,,,,-0.00010388924123867172,-0.022497711804418938,0.9777534744819564,,,,,
champion_effect,Galio,,,,,-0.00010388924123867172,-0.024171692684936536,0.9761181030319719,,,,,
champion_effect,Yasuo,,,,,-0.00010388924123867172,-0.02734851749902626,0.9730220672063173,,,,,
champion_effect,Sylas,,,,,-0.00010388924123867172,-0.03543244068942227,0.9651879394591333,,,,,
champion_effect,Talon,,,,,-0.00010388924123867172,-0.054981607514526076,0.94650255632791,,,,,
champion_effect,Taliyah,,,,,-0.00010388924123867172,-0.06366609207428169,0.9383182591314574,,,,,
champion_effect,Yone,,,,,-0.00010388924123867172,-0.06497406654782428,0.9370917650867626,,,,,
champion_effect,Mel,,,,,-0.00010388924123867172,-0.07689502265869425,0.9259870561636127,,,,,
champion_effect,Orianna,,,,,-0.00010388924123867172,-0.08284497526562067,0.9204938354720766,,,,,
champion_effect,Smolder,,,,,-0.00010388924123867172,-0.10905167423607373,0.8966840808361632,,,,,
champion_effect,Ryze,,,,,-0.00010388924123867172,-0.1149244034194886,0.8914335306863673,,,,,
champion_effect,Azir,,,,,-0.00010388924123867172,-0.13642608122040106,0.8724708098535967,,,,,
residual_adjusted_pool,,,"Mel, Naafiri, Sion",1.0,0.5256704002486992,-0.00010388924123867172,,,,,,,
residual_adjusted_pool,,,"Mel, Nasus, Taliyah",2.0,0.5256610593082472,-0.00010388924123867172,,,,,,,
residual_adjusted_pool,,,"Hwei, Naafiri, Pantheon",3.0,0.525543615746303,-0.00010388924123867172,,,,,,,
residual_adjusted_pool,,,"Naafiri, Ryze, Sion",4.0,0.5254193577488581,-0.00010388924123867172,,,,,,,
residual_adjusted_pool,,,"Mel, Sion, Yasuo",5.0,0.5252811710344446,-0.00010388924123867172,,,,,,,
residual_adjusted_pool,,,"LeBlanc, Naafiri, Sion",6.0,0.5250347459719849,-0.00010388924123867172,,,,,,,
residual_adjusted_pool,,,"LeBlanc, Ryze, Sion",7.0,0.5249386510892752,-0.00010388924123867172,,,,,,,
residual_adjusted_pool,,,"Naafiri, Sion, Swain",8.0,0.5249034922604666,-0.00010388924123867172,,,,,,,
residual_adjusted_pool,,,"Aurelion Sol, Naafiri, Pantheon",9.0,0.5248326391318497,-0.00010388924123867172,,,,,,,
residual_adjusted_pool,,,"Mel, Naafiri, Nasus",10.0,0.5247036297461578,-0.00010388924123867172,,,,,,,
residual_adjusted_pool,,,"Mel, Sion, Vel'Koz",11.0,0.5246900864691255,-0.00010388924123867172,,,,,,,
residual_adjusted_pool,,,"Sion, Vel'Koz, Yasuo",12.0,0.5246680100551062,-0.00010388924123867172,,,,,,,
residual_adjusted_pool,,,"Mel, Sion, Taliyah",13.0,0.5246409561000633,-0.00010388924123867172,,,,,,,
residual_adjusted_pool,,,"LeBlanc, Mel, Sion",14.0,0.5246222139878903,-0.00010388924123867172,,,,,,,
residual_adjusted_pool,,,"Hwei, Naafiri, Sion",15.0,0.5245928595171206,-0.00010388924123867172,,,,,,,
residual_adjusted_pool,,,"Sion, Syndra, Yasuo",16.0,0.5245769256451924,-0.00010388924123867172,,,,,,,
residual_adjusted_pool,,,"Irelia, Mel, Sion",17.0,0.5245743777839463,-0.00010388924123867172,,,,,,,
residual_adjusted_pool,,,"Aurelion Sol, Mel, Sion",18.0,0.5245360383726956,-0.00010388924123867172,,,,,,,
residual_adjusted_pool,,,"Naafiri, Pantheon, Swain",19.0,0.524514895241519,-0.00010388924123867172,,,,,,,
residual_adjusted_pool,,,"Mel, Naafiri, Pantheon",20.0,0.5245053751710589,-0.00010388924123867172,,,,,,,
matchup_residual,Taliyah,Malphite,,,,-0.00010388924123867172,-0.06366609207428169,0.9383182591314574,-0.05340514980661537,0.412568500061308,0.5733160032376861,0.5888127370402555,50.0
matchup_residual,Sion,Malzahar,,,,-0.00010388924123867172,0.10570060944394147,1.1114890573606262,-0.04146037884352724,0.36309768092367206,0.6052129854370544,0.5796979110842615,1240.0
matchup_residual,Yone,Sion,,,,-0.00010388924123867172,-0.06497406654782428,0.9370917650867626,-0.10574928846678429,0.3531009136317045,0.545442672515126,0.5614989593745473,439.0
matchup_residual,Yone,Aurelion Sol,,,,-0.00010388924123867172,-0.06497406654782428,0.9370917650867626,-0.04856071124375247,0.3264816733642557,0.5530107773599846,0.5690109692262276,1663.0
matchup_residual,Brand,Sion,,,,-0.00010388924123867172,0.021611573854738095,1.021846795363184,-0.10574928846678429,0.3234761350121892,0.5595250028907911,0.5541920311939825,68.0
matchup_residual,Malphite,Naafiri,,,,-0.00010388924123867172,0.05360487618608717,1.0550676374353203,-0.015509449434909613,0.30137613945684577,0.5840369159384378,0.570958481412474,263.0
matchup_residual,Katarina,Swain,,,,-0.00010388924123867172,0.01110828268716676,1.011170208744263,-0.021085623172623746,0.2967733696975863,0.5711861218605924,0.5684632168576389,462.0
matchup_residual,Sylas,Malphite,,,,-0.00010388924123867172,-0.03543244068942227,0.9651879394591333,-0.05340514980661537,0.29022055747849196,0.5501505700292174,0.5589030962434487,778.0
matchup_residual,Morgana,Lissandra,,,,-0.00010388924123867172,0.030346204781820686,1.030811344001729,-0.05736194498573936,0.2864974275085306,0.564483334638852,0.5570089134665722,272.0
matchup_residual,Hwei,Galio,,,,-0.00010388924123867172,0.006166897672713353,1.0061859521350018,0.024076164629321283,0.27793711746627203,0.5764156361560592,0.5749092172865883,1064.0
matchup_residual,Ekko,Cho'Gath,,,,-0.00010388924123867172,0.011218208173361945,1.0112813682306037,0.015950481266278387,0.27442671080264885,0.5748070885261927,0.5720630406718257,154.0
matchup_residual,Ryze,Cho'Gath,,,,-0.00010388924123867172,-0.1149244034194886,0.8914335306863673,0.015950481266278387,0.2713054078328866,0.5429507831470817,0.5712987528199222,156.0
matchup_residual,Vladimir,Malphite,,,,-0.00010388924123867172,-0.014411512231026182,0.9856918365449822,-0.05340514980661537,0.26937827196048114,0.5501947810668791,0.5537587093212945,149.0
matchup_residual,Nasus,Kassadin,,,,-0.00010388924123867172,0.054025261105417555,1.0555112651996492,0.003923717771425859,0.26660115775349164,0.5804074528849134,0.5671962535637155,155.0
matchup_residual,Smolder,Pantheon,,,,-0.00010388924123867172,-0.10905167423607373,0.8966840808361632,-0.07326495232357784,0.2603768672019622,0.519479223932811,0.5466162302886788,54.0
